model,phase,n_inputs,repeat,time_s
cpu,init,1000,24,3.8000289350748062e-06
cpu,init,1000,25,3.4999684430658817e-06
cpu,init,1000,26,3.89997148886323e-06
cpu,init,1000,27,3.999972250312567e-06
cpu,init,1000,28,4.00003045797348e-06
cpu,init,1000,29,3.400025889277458e-06
cpu,first_call,1000,0,1.4656077999970876
cpu,first_call,1000,1,1.3737929000053555
cpu,first_call,1000,2,1.4640734000131488
cpu,first_call,1000,3,1.7267610999988392
cpu,first_call,1000,4,1.5022882000193931
cpu,first_call,1000,5,1.5299573999946006
cpu,first_call,1000,6,1.3057841999689117
cpu,first_call,1000,7,1.656303099996876
cpu,first_call,1000,8,1.350592400005553
cpu,first_call,1000,9,1.3390498000080697
cpu,first_call,1000,10,1.708618899981957
cpu,first_call,1000,11,1.2988643000135198
cpu,first_call,1000,12,1.2742967000231147
cpu,first_call,1000,13,1.2897965000011027
cpu,first_call,1000,14,1.7358015000354499
cpu,first_call,1000,15,1.6621364000020549
cpu,first_call,1000,16,1.5948494000476785
cpu,first_call,1000,17,1.804438500024844
cpu,first_call,1000,18,1.718687599990517
cpu,first_call,1000,19,1.8060294999741018
cpu,first_call,1000,20,1.8230938999913633
cpu,first_call,1000,21,1.8211399000138044
cpu,first_call,1000,22,1.691716700035613
cpu,first_call,1000,23,1.6346599999815226
cpu,first_call,1000,24,1.571166199981235
cpu,first_call,1000,25,1.768115899991244
cpu,first_call,1000,26,1.6530998999951407
cpu,first_call,1000,27,1.6217865999788046
cpu,first_call,1000,28,1.5593526999582537
cpu,first_call,1000,29,1.6586949999909848
cpu,warm,1000,0,1.5482806999934837
cpu,warm,1000,1,1.5405051999841817
cpu,warm,1000,2,1.6473029000335373
cpu,warm,1000,3,1.5439958000206389
cpu,warm,1000,4,1.6621063000056893
cpu,warm,1000,5,1.825309100036975
cpu,warm,1000,6,2.0288180999923497
cpu,warm,1000,7,1.618221300013829
cpu,warm,1000,8,1.388224100053776
cpu,warm,1000,9,1.2534560000058264
cpu,warm,1000,10,1.3118021999835037
cpu,warm,1000,11,1.4428958999924362
cpu,warm,1000,12,1.2619961999589577
cpu,warm,1000,13,1.3367913999827579
cpu,warm,1000,14,1.2515612000133842
cpu,warm,1000,15,1.2591223000199534
cpu,warm,1000,16,1.3330730000161566
cpu,warm,1000,17,1.269727899983991
cpu,warm,1000,18,1.4416401999769732
cpu,warm,1000,19,1.2362999999895692
cpu,warm,1000,20,1.308414899976924
cpu,warm,1000,21,1.2538030000287108
cpu,warm,1000,22,1.2581720000016503
cpu,warm,1000,23,1.2672663999837823
cpu,warm,1000,24,1.2841873000143096
cpu,warm,1000,25,1.5049935999559239
cpu,warm,1000,26,1.3788759000017308
cpu,warm,1000,27,1.476684599998407
cpu,warm,1000,28,1.5454614000045694
cpu,warm,1000,29,1.5132667000289075
gpu,init,1000,0,0.3889068000135012
gpu,init,1000,1,0.3980997000471689
gpu,init,1000,2,0.3834062999812886
gpu,init,1000,3,0.32781980000436306
gpu,init,1000,4,0.32285769999725744
gpu,init,1000,5,0.3415261000045575
gpu,init,1000,6,0.36613539996324107
gpu,init,1000,7,0.37307019997388124
gpu,init,1000,8,0.32686249999096617
gpu,init,1000,9,0.3408509999862872
gpu,init,1000,10,0.32092690002173185
gpu,init,1000,11,0.3214486999786459
gpu,init,1000,12,0.3196468000533059
gpu,init,1000,13,0.31715999997686595
gpu,init,1000,14,0.3140838000108488
gpu,init,1000,15,0.31123450002633035
gpu,init,1000,16,0.3376270000007935
gpu,init,1000,17,0.3111565000144765
gpu,init,1000,18,0.3153252999763936
gpu,init,1000,19,0.3166773000266403
gpu,init,1000,20,0.3278751999605447
gpu,init,1000,21,0.33344710001256317
gpu,init,1000,22,0.31265680002979934
gpu,init,1000,23,0.330164999992121
gpu,init,1000,24,0.32761880004545674
gpu,init,1000,25,0.3163620999548584
gpu,init,1000,26,0.3378297000308521
gpu,init,1000,27,0.3260219999938272
gpu,init,1000,28,0.32455299998400733
gpu,init,1000,29,0.3154733999981545
gpu,jit,1000,0,0.2782759999972768
gpu,jit,1000,1,0.29219949996331707
gpu,jit,1000,2,0.28741519997129217
gpu,jit,1000,3,0.2848901999532245
gpu,jit,1000,4,0.2819399000145495
gpu,jit,1000,5,0.27949980000266805
gpu,jit,1000,6,0.2870346000418067
gpu,jit,1000,7,0.2691287000197917
gpu,jit,1000,8,0.2944098000298254
gpu,jit,1000,9,0.2926013999967836
gpu,jit,1000,10,0.28202690003672615
gpu,jit,1000,11,0.2831892999820411
gpu,jit,1000,12,0.3102951000328176
gpu,jit,1000,13,0.28407910000532866
gpu,jit,1000,14,0.2890349999652244
gpu,jit,1000,15,0.2931672000559047
gpu,jit,1000,16,0.2827183000044897
gpu,jit,1000,17,0.28121600003214553
gpu,jit,1000,18,0.279739800025709
gpu,jit,1000,19,0.2877652000170201
gpu,jit,1000,20,0.2814585999585688
gpu,jit,1000,21,0.27965490001952276
gpu,jit,1000,22,0.29140430002007633
gpu,jit,1000,23,0.2816547999973409
gpu,jit,1000,24,0.2696072999970056
gpu,jit,1000,25,0.29603600001428276
gpu,jit,1000,26,0.31746900000143796
gpu,jit,1000,27,0.2832275999826379
gpu,jit,1000,28,0.280681700038258
gpu,jit,1000,29,0.3051137999864295
gpu,warm,1000,0,0.0021515999687835574
gpu,warm,1000,1,0.0018749999580904841
gpu,warm,1000,2,0.0020698000444099307
gpu,warm,1000,3,0.0024431999772787094
gpu,warm,1000,4,0.0020552999922074378
gpu,warm,1000,5,0.0021526000346057117
gpu,warm,1000,6,0.0019247999880462885
gpu,warm,1000,7,0.0019492999999783933
gpu,warm,1000,8,0.001986999996006489
gpu,warm,1000,9,0.0018877999973483384
gpu,warm,1000,10,0.0018659000052139163
gpu,warm,1000,11,0.0016967999981716275
gpu,warm,1000,12,0.0017807999975048006
gpu,warm,1000,13,0.002791200007777661
gpu,warm,1000,14,0.0024182999623008072
gpu,warm,1000,15,0.0019530000281520188
gpu,warm,1000,16,0.002120700024534017
gpu,warm,1000,17,0.002040299994405359
gpu,warm,1000,18,0.0020508000161498785
gpu,warm,1000,19,0.002051800023764372
gpu,warm,1000,20,0.0026205999893136322
gpu,warm,1000,21,0.0022421000176109374
gpu,warm,1000,22,0.002188499958720058
gpu,warm,1000,23,0.001992399978917092
gpu,warm,1000,24,0.0019057999597862363
gpu,warm,1000,25,0.0021461000433191657
gpu,warm,1000,26,0.0020272000110708177
gpu,warm,1000,27,0.002529799996409565
gpu,warm,1000,28,0.0024355999776162207
gpu,warm,1000,29,0.0018278000061400235
eaim,warm,10000,0,265.4859713999904
eaim,warm,10000,1,340.64687160000904
eaim,warm,10000,2,274.059571699996
eaim,warm,10000,3,261.28406629996607
eaim,warm,10000,4,259.38163749995874
eaim,warm,10000,5,265.07802860002266
eaim,warm,10000,6,266.2052297000191
eaim,warm,10000,7,268.97079900000244
eaim,warm,10000,8,265.8290568999946
eaim,warm,10000,9,265.2878517000354
eaim,warm,10000,10,260.02844319998985
eaim,warm,10000,11,260.7685501999804
eaim,warm,10000,12,261.97983140003635
eaim,warm,10000,13,267.8387895000051
eaim,warm,10000,14,265.17817980004475
eaim,warm,10000,15,265.7280474000145
eaim,warm,10000,16,260.27130780002335
eaim,warm,10000,17,260.40795999998227
eaim,warm,10000,18,259.18365439999616
eaim,warm,10000,19,264.1972882000264
eaim,warm,10000,20,261.380650099949
eaim,warm,10000,21,264.2271399999736
eaim,warm,10000,22,262.74646569998004
eaim,warm,10000,23,262.75595879997127
eaim,warm,10000,24,262.7757519999868
eaim,warm,10000,25,260.80345690000104
eaim,warm,10000,26,262.0267898000311
eaim,warm,10000,27,264.97127789998194
eaim,warm,10000,28,260.5760429999791
eaim,warm,10000,29,262.96210010000505
cpu,init,10000,0,2.9999646358191967e-06
cpu,init,10000,1,3.700028173625469e-06
cpu,init,10000,2,3.8000289350748062e-06
cpu,init,10000,3,3.600027412176132e-06
cpu,init,10000,4,3.89997148886323e-06
cpu,init,10000,5,4.200031980872154e-06
cpu,init,10000,6,4.299974534660578e-06
cpu,init,10000,7,4.099973011761904e-06
cpu,init,10000,8,3.999972250312567e-06
cpu,init,10000,9,3.400025889277458e-06
cpu,init,10000,10,3.4999684430658817e-06
cpu,init,10000,11,4.500034265220165e-06
cpu,init,10000,12,3.5999692045152187e-06
cpu,init,10000,13,3.6999699659645557e-06
cpu,init,10000,14,3.900029696524143e-06
cpu,init,10000,15,3.89997148886323e-06
cpu,init,10000,16,4.199973773211241e-06
cpu,init,10000,17,3.8000289350748062e-06
cpu,init,10000,18,3.7999707274138927e-06
cpu,init,10000,19,3.900029696524143e-06
cpu,init,10000,20,4.600035026669502e-06
cpu,init,10000,21,4.099973011761904e-06
cpu,init,10000,22,3.3999676816165447e-06
cpu,init,10000,23,4.00003045797348e-06
cpu,init,10000,24,4.399975296109915e-06
cpu,init,10000,25,3.8000289350748062e-06
cpu,init,10000,26,4.299974534660578e-06
cpu,init,10000,27,4.100031219422817e-06
cpu,init,10000,28,3.7999707274138927e-06
cpu,init,10000,29,3.8000289350748062e-06
cpu,first_call,10000,0,2.375297899998259
cpu,first_call,10000,1,2.3673281999654137
cpu,first_call,10000,2,2.396285100025125
cpu,first_call,10000,3,2.4489920000196435
cpu,first_call,10000,4,2.4181528000044636
cpu,first_call,10000,5,2.502425199956633
cpu,first_call,10000,6,2.4820662999991328
cpu,first_call,10000,7,2.407169900019653
cpu,first_call,10000,8,2.4128341000177898
cpu,first_call,10000,9,2.4665349000133574
cpu,first_call,10000,10,2.447806300013326
cpu,first_call,10000,11,2.4882070999592543
cpu,first_call,10000,12,2.6123182000010274
cpu,first_call,10000,13,2.7331399000249803
cpu,first_call,10000,14,2.4577725000563078
cpu,first_call,10000,15,2.405773499980569
cpu,first_call,10000,16,2.4674627000349574
cpu,first_call,10000,17,2.4790864000096917
cpu,first_call,10000,18,2.428446600039024
cpu,first_call,10000,19,2.413526999996975
cpu,first_call,10000,20,2.40553450002335
cpu,first_call,10000,21,2.463771499984432
cpu,first_call,10000,22,2.6088295000372455
cpu,first_call,10000,23,2.4953964999876916
cpu,first_call,10000,24,2.7114970999537036
cpu,first_call,10000,25,2.8222187000210397
cpu,first_call,10000,26,2.4315148000023328
cpu,first_call,10000,27,2.4213885000208393
cpu,first_call,10000,28,2.4716452000429854
cpu,first_call,10000,29,2.578999500023201
cpu,warm,10000,0,2.36036759999115
cpu,warm,10000,1,2.364354299963452
cpu,warm,10000,2,2.442442999978084
cpu,warm,10000,3,2.381206900055986
cpu,warm,10000,4,2.5850888999993913
cpu,warm,10000,5,2.6303750000079162
cpu,warm,10000,6,2.4260540999821387
cpu,warm,10000,7,2.3762999000027776
cpu,warm,10000,8,2.3890380999655463
cpu,warm,10000,9,2.3692255999776535
cpu,warm,10000,10,2.447354100004304
cpu,warm,10000,11,2.5600910000503063
cpu,warm,10000,12,2.3532926000189036
cpu,warm,10000,13,2.3605446000001393
cpu,warm,10000,14,2.437693199957721
cpu,warm,10000,15,2.3622789999935776
cpu,warm,10000,16,2.432847000018228
cpu,warm,10000,17,2.435642199998256
cpu,warm,10000,18,2.6075427000178024
cpu,warm,10000,19,2.3645674000144936
cpu,warm,10000,20,2.370896600012202
cpu,warm,10000,21,2.5133521999814548
cpu,warm,10000,22,2.4813373999786563
cpu,warm,10000,23,2.4652828999678604
cpu,warm,10000,24,2.37743239995325
cpu,warm,10000,25,2.652538399968762
cpu,warm,10000,26,2.43401610001456
cpu,warm,10000,27,2.6755568999797106
cpu,warm,10000,28,2.705902000016067
cpu,warm,10000,29,2.8543097999645397
gpu,init,10000,0,0.311858500004746
gpu,init,10000,1,0.3096454000333324
gpu,init,10000,2,0.3394191000261344
gpu,init,10000,3,0.32671590003883466
gpu,init,10000,4,0.318205300020054
gpu,init,10000,5,0.3433240999584086
gpu,init,10000,6,0.3911956999800168
gpu,init,10000,7,0.3389024999924004
gpu,init,10000,8,0.31607030000304803
gpu,init,10000,9,0.3088315000059083
gpu,init,10000,10,0.310003999969922
gpu,init,10000,11,0.31534020003164187
gpu,init,10000,12,0.3351132999523543
gpu,init,10000,13,0.3126400000182912
gpu,init,10000,14,0.31725969997933134
gpu,init,10000,15,0.3235528999939561
gpu,init,10000,16,0.3155808000010438
gpu,init,10000,17,0.31716279999818653
gpu,init,10000,18,0.33455379999941215
gpu,init,10000,19,0.3246487000142224
gpu,init,10000,20,0.32740189996547997
gpu,init,10000,21,0.33163749997038394
gpu,init,10000,22,0.32303730002604425
gpu,init,10000,23,0.3343650999595411
gpu,init,10000,24,0.33585549995768815
gpu,init,10000,25,0.31282270001247525
gpu,init,10000,26,0.32364489999599755
gpu,init,10000,27,0.3355610999860801
gpu,init,10000,28,0.3250205999938771
gpu,init,10000,29,0.31573689996730536
gpu,jit,10000,0,0.30599480000091717
gpu,jit,10000,1,0.295676400011871
gpu,jit,10000,2,0.30228099995292723
gpu,jit,10000,3,0.28508529998362064
gpu,jit,10000,4,0.29326609999407083
gpu,jit,10000,5,0.28676979994634166
gpu,jit,10000,6,0.29336410004179925
gpu,jit,10000,7,0.292786400008481
gpu,jit,10000,8,0.29089300002669916
gpu,jit,10000,9,0.2876055999659002
gpu,jit,10000,10,0.2919662999920547
gpu,jit,10000,11,0.29536410002037883
gpu,jit,10000,12,0.28546970000024885
gpu,jit,10000,13,0.2886517000151798
gpu,jit,10000,14,0.2882464000140317
gpu,jit,10000,15,0.30018369999015704
gpu,jit,10000,16,0.28507720003835857
gpu,jit,10000,17,0.28948459995444864
gpu,jit,10000,18,0.29203470004722476
gpu,jit,10000,19,0.3181749999639578
gpu,jit,10000,20,0.30152559996349737
gpu,jit,10000,21,0.29251419997308403
gpu,jit,10000,22,0.28997480001999065
gpu,jit,10000,23,0.3072863999987021
gpu,jit,10000,24,0.2831772000063211
gpu,jit,10000,25,0.2800215000170283
gpu,jit,10000,26,0.3112942000152543
gpu,jit,10000,27,0.2871803999878466
gpu,jit,10000,28,0.29130819998681545
gpu,jit,10000,29,0.29272969998419285
gpu,warm,10000,0,0.007991100021172315
gpu,warm,10000,1,0.00930889998562634
gpu,warm,10000,2,0.009823600004892796
gpu,warm,10000,3,0.009262199979275465
gpu,warm,10000,4,0.01103639998473227
gpu,warm,10000,5,0.010431600036099553
gpu,warm,10000,6,0.009099800023250282
gpu,warm,10000,7,0.010697100020479411
gpu,warm,10000,8,0.009684699994977564
gpu,warm,10000,9,0.009277400036808103
gpu,warm,10000,10,0.01039040001342073
gpu,warm,10000,11,0.010223399964161217
gpu,warm,10000,12,0.010605000017676502
gpu,warm,10000,13,0.010743999970145524
gpu,warm,10000,14,0.00938129995483905
gpu,warm,10000,15,0.011057100025936961
gpu,warm,10000,16,0.010508800041861832
gpu,warm,10000,17,0.009626300015952438
gpu,warm,10000,18,0.011105799989309162
gpu,warm,10000,19,0.009814100048970431
gpu,warm,10000,20,0.011218999978154898
gpu,warm,10000,21,0.01152379997074604
gpu,warm,10000,22,0.009962899959646165
gpu,warm,10000,23,0.011712400009855628
gpu,warm,10000,24,0.011167699994985014
gpu,warm,10000,25,0.009620400029234588
gpu,warm,10000,26,0.012802199984434992
gpu,warm,10000,27,0.01218770002014935
gpu,warm,10000,28,0.011917299998458475
gpu,warm,10000,29,0.01089129998581484
